ID1_CITY,year,week,case_c
0101,2016,1,107
0101,2016,2,396
0101,2016,3,359
0101,2016,4,380
0101,2016,5,428
0101,2016,6,556
0101,2016,7,305
0101,2016,8,598
0101,2016,9,452
0101,2016,10,464
0101,2016,11,438
0101,2016,12,412
0101,2016,13,411
0101,2016,14,479
0101,2016,15,328
0101,2016,16,346
0101,2016,17,347
0101,2016,18,295
0101,2016,19,309
0101,2016,20,287
0101,2016,21,300
0101,2016,22,271
0101,2016,23,255
0101,2016,24,220
0101,2016,25,233
0101,2016,26,242
0101,2016,27,241
0101,2016,28,212
0101,2016,29,236
0101,2016,30,211
0101,2016,31,193
0101,2016,32,257
0101,2016,33,252
0101,2016,34,239
0101,2016,35,244
0101,2016,36,252
0101,2016,37,263
0101,2016,38,231
0101,2016,39,249
0101,2016,40,214
0101,2016,41,230
0101,2016,42,228
0101,2016,43,229
0101,2016,44,257
0101,2016,45,319
0101,2016,46,331
0101,2016,47,331
0101,2016,48,313
0101,2016,49,328
0101,2016,50,332
0101,2016,51,371
0101,2016,52,339
0101,2016,53,385
0101,2017,1,380
0101,2017,2,378
0101,2017,3,417
0101,2017,4,422
0101,2017,5,381
0101,2017,6,433
0101,2017,7,395
0101,2017,8,327
0101,2017,9,323
0101,2017,10,364
0101,2017,11,343
0101,2017,12,348
0101,2017,13,399
0101,2017,14,350
0101,2017,15,376
0101,2017,16,295
0101,2017,17,316
0101,2017,18,357
0101,2017,19,334
0101,2017,20,338
0101,2017,21,314
0101,2017,22,288
0101,2017,23,301
0101,2017,24,262
0101,2017,25,290
0101,2017,26,318
0101,2017,27,292
0101,2017,28,289
0101,2017,29,271
0101,2017,30,259
0101,2017,31,228
0101,2017,32,227
0101,2017,33,238
0101,2017,34,253
0101,2017,35,233
0101,2017,36,263
0101,2017,37,250
0101,2017,38,259
0101,2017,39,255
0101,2017,40,216
0101,2017,41,240
0101,2017,42,261
0101,2017,43,303
0101,2017,44,351
0101,2017,45,358
0101,2017,46,329
0101,2017,47,372
0101,2017,48,329
0101,2017,49,375
0101,2017,50,413
0101,2017,51,419
0101,2017,52,496
0101,2017,53,28
0101,2018,1,397
0101,2018,2,442
0101,2018,3,486
0101,2018,4,439
0101,2018,5,394
0101,2018,6,414
0101,2018,7,409
0101,2018,8,445
0101,2018,9,467
0101,2018,10,387
0101,2018,11,439
0101,2018,12,410
0101,2018,13,433
0101,2018,14,375
0101,2018,15,437
0101,2018,16,365
0101,2018,17,289
0101,2018,18,304
0101,2018,19,321
0101,2018,20,280
0101,2018,21,264
0101,2018,22,263
0101,2018,23,250
0101,2018,24,272
0101,2018,25,256
0101,2018,26,253
0101,2018,27,288
0101,2018,28,245
0101,2018,29,246
0101,2018,30,237
0101,2018,31,263
0101,2018,32,240
0101,2018,33,287
0101,2018,34,283
0101,2018,35,266
0101,2018,36,287
0101,2018,37,317
0101,2018,38,314
0101,2018,39,291
0101,2018,40,353
0101,2018,41,300
0101,2018,42,292
0101,2018,43,333
0101,2018,44,357
0101,2018,45,307
0101,2018,46,328
0101,2018,47,311
0101,2018,48,370
0101,2018,49,384
0101,2018,50,376
0101,2018,51,404
0101,2018,52,407
0101,2018,53,88
0101,2019,1,360
0101,2019,2,465
0101,2019,3,410
0101,2019,4,448
0101,2019,5,600
0101,2019,6,298
0101,2019,7,511
0101,2019,8,432
0101,2019,9,373
0101,2019,10,388
0101,2019,11,421
0101,2019,12,423
0101,2019,13,397
0101,2019,14,415
0101,2019,15,372
0101,2019,16,388
0101,2019,17,334
0101,2019,18,365
0101,2019,19,371
0101,2019,20,329
0101,2019,21,342
