city_id,cluster,year
3104,1,2018
3105,2,2018
3106,1,2018
3107,2,2018
3108,4,2018
3109,4,2018
3110,3,2018
3111,2,2018
3112,4,2018
3113,2,2018
3114,2,2018
3115,2,2018
3116,3,2018
3117,3,2018
3118,4,2018
3121,4,2018
3123,4,2018
3126,4,2018
3127,4,2018
3128,4,2018
3201,1,2018
3202,2,2018
3203,4,2018
3204,3,2018
3205,2,2018
3206,3,2018
3207,2,2018
3208,3,2018
3209,3,2018
3210,3,2018
3211,4,2018
3212,4,2018
3213,4,2018
3301,4,2018
3302,4,2018
3303,4,2018
3305,2,2018
3306,3,2018
3308,4,2018
3309,4,2018
3310,4,2018
3401,3,2018
3402,4,2018
3403,4,2018
3404,4,2018
3405,4,2018
3407,4,2018
3408,4,2018
3409,4,2018
3501,3,2018
3502,4,2018
3503,4,2018
3504,3,2018
3505,4,2018
3506,4,2018
3507,4,2018
3509,4,2018
3510,4,2018
3513,4,2018
3701,2,2018
3702,3,2018
3703,3,2018
3704,4,2018
3705,3,2018
3706,4,2018
3707,4,2018
3708,4,2018
3709,4,2018
3710,4,2018
3711,4,2018
3712,4,2018
3713,4,2018
3714,4,2018
3715,4,2018
3716,4,2018
3717,4,2018
3718,4,2018
3719,4,2018
3721,4,2018
3722,4,2018
3723,4,2018
3724,4,2018
3725,4,2018
3726,4,2018
3801,3,2018
3802,4,2018
3803,3,2018
3804,4,2018
3806,4,2018
3807,4,2018
3809,4,2018
3810,4,2018
3811,4,2018
3812,4,2018
3813,4,2018
3901,2,2018
3902,4,2018
3903,3,2018
3904,4,2018
3905,4,2018
3906,4,2018
3907,4,2018
3908,4,2018
3909,4,2018
3911,4,2018
3912,4,2018
3913,4,2018
3917,4,2018
3918,4,2018
3920,4,2018
4001,4,2018
4002,4,2018
4003,4,2018
4004,3,2018
4005,4,2018
4006,4,2018
4007,4,2018
4011,4,2018
4012,4,2018
4013,4,2018
4014,4,2018
4015,4,2018
4301,2,2018
4302,4,2018
4303,4,2018
4304,4,2018
4305,4,2018
4306,4,2018
4309,4,2018
4310,4,2018
4311,4,2018
4312,4,2018
4313,4,2018
4314,4,2018
4316,4,2018
4319,4,2018
4501,2,2018
4502,4,2018
4503,4,2018
4504,4,2018
4505,3,2018
4506,4,2018
4511,4,2018
4601,4,2018
0312,6,2018
0314,6,2018
0503,6,2018
0511,6,2018
0512,6,2018
0515,6,2018
0517,6,2018
0518,6,2018
0522,6,2018
0523,6,2018
0524,6,2018
0525,6,2018
0526,6,2018
0530,6,2018
0713,6,2018
0719,6,2018
0721,6,2018
0722,6,2018
0723,6,2018
0724,6,2018
0737,6,2018
3119,6,2018
3120,6,2018
3122,6,2018
3125,6,2018
3307,6,2018
3311,6,2018
3312,6,2018
3313,6,2018
3406,6,2018
3410,6,2018
3412,6,2018
3508,6,2018
3511,6,2018
3512,6,2018
3514,6,2018
3515,6,2018
3516,6,2018
3720,6,2018
3805,6,2018
3808,6,2018
3910,6,2018
3914,6,2018
3915,6,2018
3916,6,2018
3919,6,2018
4008,6,2018
4009,6,2018
4010,6,2018
4016,6,2018
4018,6,2018
4307,6,2018
4308,6,2018
4315,6,2018
4317,6,2018
4318,6,2018
4320,6,2018
4321,6,2018
4322,6,2018
4323,6,2018
4324,6,2018
4325,6,2018
4326,6,2018
4328,6,2018
4330,6,2018
4331,6,2018
4507,6,2018
4509,6,2018
4510,6,2018
4512,6,2018
4513,6,2018
4602,6,2018
4603,6,2018
4604,6,2018
4606,6,2018
4607,6,2018
4609,6,2018
4610,6,2018
0101,1,2019
0102,1,2019
0109,2,2019
0110,0,2019
0111,1,2019
0112,2,2019
0115,2,2019
0116,2,2019
0117,1,2019
0118,1,2019
0119,2,2019
0120,3,2019
0301,2,2019
0302,4,2019
0303,4,2019
0304,3,2019
0305,3,2019
0306,3,2019
0307,4,2019
0308,3,2019
0309,3,2019
0310,3,2019
0311,4,2019
0312,4,2019
0313,4,2019
0315,3,2019
0316,3,2019
0317,3,2019
0318,3,2019
0319,3,2019
0320,2,2019
0321,4,2019
0322,3,2019
0323,3,2019
0324,2,2019
0325,3,2019
0326,2,2019
0327,2,2019
0328,2,2019
0329,2,2019
0501,3,2019
0502,4,2019
0504,4,2019
0505,3,2019
0506,4,2019
0507,3,2019
0509,4,2019
0510,4,2019
0513,4,2019
0514,4,2019
0516,4,2019
0520,4,2019
0521,4,2019
0527,3,2019
0528,3,2019
0529,4,2019
0531,2,2019
0532,3,2019
0533,3,2019
0534,2,2019
0535,3,2019
0537,2,2019
0538,3,2019
0701,2,2019
0702,3,2019
0703,4,2019
0704,4,2019
0705,4,2019
0706,3,2019
0707,4,2019
0708,3,2019
0709,4,2019
0710,4,2019
0711,4,2019
0712,4,2019
0714,4,2019
0715,4,2019
0716,4,2019
0717,4,2019
0718,4,2019
0720,4,2019
0728,4,2019
0729,3,2019
0730,3,2019
0731,2,2019
0732,2,2019
0733,3,2019
0734,4,2019
0735,3,2019
0736,2,2019
0738,3,2019
1101,4,2019
1102,4,2019
1103,4,2019
1104,3,2019
1105,4,2019
1106,4,2019
1107,4,2019
1200,0,2019
2200,2,2019
3101,1,2019
3102,1,2019
3103,3,2019
3104,1,2019
3105,2,2019
3106,1,2019
3107,2,2019
3108,4,2019
3109,4,2019
3110,3,2019
3111,2,2019
3112,4,2019
3113,2,2019
3114,2,2019
3115,2,2019
3116,3,2019
3117,3,2019
3118,4,2019
3121,4,2019
3123,4,2019
3126,4,2019
3127,4,2019
3128,4,2019
3201,1,2019
3202,2,2019
3203,4,2019
3204,3,2019
3205,2,2019
3206,3,2019
3207,2,2019
3208,3,2019
3209,3,2019
3210,3,2019
3211,4,2019
3212,4,2019
3301,4,2019
3302,4,2019
3303,4,2019
3305,2,2019
3306,3,2019
3308,4,2019
3309,4,2019
3310,4,2019
3401,3,2019
3402,4,2019
3403,4,2019
3404,4,2019
3405,4,2019
3407,4,2019
3408,4,2019
3409,4,2019
3410,4,2019
3501,3,2019
3502,4,2019
3503,4,2019
3504,3,2019
3505,4,2019
3506,4,2019
3507,4,2019
3509,4,2019
3510,4,2019
3513,4,2019
3515,4,2019
3701,2,2019
3702,3,2019
3703,3,2019
3704,4,2019
3705,4,2019
3706,4,2019
3707,4,2019
3708,4,2019
3709,4,2019
3710,4,2019
3711,4,2019
3712,4,2019
3713,4,2019
3714,4,2019
3715,4,2019
3716,4,2019
3717,4,2019
3718,4,2019
3719,4,2019
3721,4,2019
3722,4,2019
3723,4,2019
3725,4,2019
3726,4,2019
3801,3,2019
3802,4,2019
3803,3,2019
3804,4,2019
3806,4,2019
3807,4,2019
3809,4,2019
3810,4,2019
3811,4,2019
3812,4,2019
3901,2,2019
3902,4,2019
3903,4,2019
3904,4,2019
3905,4,2019
3906,4,2019
3907,4,2019
3908,4,2019
3909,4,2019
3911,4,2019
3912,4,2019
3913,4,2019
3914,4,2019
3917,4,2019
3918,4,2019
3919,4,2019
3920,4,2019
4001,4,2019
4002,4,2019
4003,4,2019
4004,3,2019
4005,4,2019
4006,4,2019
4007,4,2019
4010,4,2019
4011,4,2019
4012,4,2019
4013,4,2019
4014,4,2019
4015,4,2019
4016,4,2019
4301,2,2019
4302,4,2019
4303,4,2019
4304,4,2019
4305,4,2019
4306,4,2019
4308,4,2019
4309,4,2019
4310,4,2019
4311,4,2019
4312,4,2019
4313,4,2019
4314,4,2019
4316,4,2019
4319,4,2019
4321,4,2019
4501,2,2019
4502,4,2019
4503,4,2019
4504,4,2019
4505,3,2019
4506,4,2019
4511,4,2019
4601,4,2019
0314,6,2019
0503,6,2019
0508,6,2019
0511,6,2019
0512,6,2019
0515,6,2019
0517,6,2019
0518,6,2019
0522,6,2019
0523,6,2019
0524,6,2019
0525,6,2019
0526,6,2019
0530,6,2019
0713,6,2019
0719,6,2019
0721,6,2019
0722,6,2019
0723,6,2019
0724,6,2019
0737,6,2019
3119,6,2019
3120,6,2019
3122,6,2019
3129,6,2019
3213,6,2019
3307,6,2019
3312,6,2019
3313,6,2019
3406,6,2019
3412,6,2019
3508,6,2019
3511,6,2019
3512,6,2019
3514,6,2019
3516,6,2019
3720,6,2019
3724,6,2019
3805,6,2019
3808,6,2019
3813,6,2019
3910,6,2019
3915,6,2019
3916,6,2019
4008,6,2019
4009,6,2019
4018,6,2019
4307,6,2019
4315,6,2019
4317,6,2019
4318,6,2019
4320,6,2019
4322,6,2019
4323,6,2019
4324,6,2019
4325,6,2019
4326,6,2019
4327,6,2019
4330,6,2019
4332,6,2019
4333,6,2019
4507,6,2019
4508,6,2019
4509,6,2019
4510,6,2019
4512,6,2019
4513,6,2019
4602,6,2019
4603,6,2019
4604,6,2019
4606,6,2019
4607,6,2019
4608,6,2019
4609,6,2019
4610,6,2019
