ID1_CITY,year,week,case_c
0101,2016,1,395
0101,2016,2,1722
0101,2016,3,1666
0101,2016,4,1689
0101,2016,5,1969
0101,2016,6,2486
0101,2016,7,1271
0101,2016,8,2620
0101,2016,9,2262
0101,2016,10,2212
0101,2016,11,1988
0101,2016,12,1881
0101,2016,13,1768
0101,2016,14,1960
0101,2016,15,1496
0101,2016,16,1541
0101,2016,17,1484
0101,2016,18,1376
0101,2016,19,1355
0101,2016,20,1340
0101,2016,21,1327
0101,2016,22,1219
0101,2016,23,1124
0101,2016,24,1027
0101,2016,25,1134
0101,2016,26,1106
0101,2016,27,1091
0101,2016,28,940
0101,2016,29,996
0101,2016,30,981
0101,2016,31,1001
0101,2016,32,1027
0101,2016,33,1091
0101,2016,34,1071
0101,2016,35,1056
0101,2016,36,1166
0101,2016,37,1094
0101,2016,38,1041
0101,2016,39,1308
0101,2016,40,1026
0101,2016,41,1119
0101,2016,42,1173
0101,2016,43,1142
0101,2016,44,1175
0101,2016,45,1422
0101,2016,46,1436
0101,2016,47,1434
0101,2016,48,1412
0101,2016,49,1470
0101,2016,50,1443
0101,2016,51,1438
0101,2016,52,1494
0101,2016,53,1540
0101,2017,1,1582
0101,2017,2,1575
0101,2017,3,1616
0101,2017,4,1856
0101,2017,5,1457
0101,2017,6,1726
0101,2017,7,1661
0101,2017,8,1461
0101,2017,9,1498
0101,2017,10,1585
0101,2017,11,1595
0101,2017,12,1522
0101,2017,13,1625
0101,2017,14,1536
0101,2017,15,1454
0101,2017,16,1271
0101,2017,17,1444
0101,2017,18,1433
0101,2017,19,1369
0101,2017,20,1410
0101,2017,21,1350
0101,2017,22,1169
0101,2017,23,1254
0101,2017,24,1241
0101,2017,25,1341
0101,2017,26,1345
0101,2017,27,1259
0101,2017,28,1251
0101,2017,29,1192
0101,2017,30,1094
0101,2017,31,1052
0101,2017,32,992
0101,2017,33,1013
0101,2017,34,1015
0101,2017,35,981
0101,2017,36,1015
0101,2017,37,1105
0101,2017,38,1118
0101,2017,39,1115
0101,2017,40,1171
0101,2017,41,1114
0101,2017,42,1198
0101,2017,43,1465
0101,2017,44,1516
0101,2017,45,1439
0101,2017,46,1392
0101,2017,47,1462
0101,2017,48,1414
0101,2017,49,1533
0101,2017,50,1689
0101,2017,51,1776
0101,2017,52,1965
0101,2017,53,92
0101,2018,1,1704
0101,2018,2,1768
0101,2018,3,1862
0101,2018,4,1767
0101,2018,5,1678
0101,2018,6,1788
0101,2018,7,1612
0101,2018,8,1749
0101,2018,9,1790
0101,2018,10,1618
0101,2018,11,1699
0101,2018,12,1703
0101,2018,13,1671
0101,2018,14,1373
0101,2018,15,1692
0101,2018,16,1464
0101,2018,17,1330
0101,2018,18,1281
0101,2018,19,1267
0101,2018,20,1152
0101,2018,21,1091
0101,2018,22,1019
0101,2018,23,1036
0101,2018,24,1123
0101,2018,25,1007
0101,2018,26,1055
0101,2018,27,1087
0101,2018,28,1013
0101,2018,29,1000
0101,2018,30,1002
0101,2018,31,1032
0101,2018,32,1008
0101,2018,33,1195
0101,2018,34,1162
0101,2018,35,1178
0101,2018,36,1251
0101,2018,37,1276
0101,2018,38,1258
0101,2018,39,1170
0101,2018,40,1377
0101,2018,41,1234
0101,2018,42,1316
0101,2018,43,1303
0101,2018,44,1454
0101,2018,45,1259
0101,2018,46,1331
0101,2018,47,1317
0101,2018,48,1450
0101,2018,49,1528
0101,2018,50,1544
0101,2018,51,1635
0101,2018,52,1697
0101,2018,53,374
0101,2019,1,1399
0101,2019,2,1789
0101,2019,3,1734
0101,2019,4,1864
0101,2019,5,2283
0101,2019,6,922
0101,2019,7,1995
0101,2019,8,1616
0101,2019,9,1460
0101,2019,10,1615
0101,2019,11,1667
0101,2019,12,1620
0101,2019,13,1548
0101,2019,14,1482
0101,2019,15,1516
0101,2019,16,1457
0101,2019,17,1313
0101,2019,18,1354
0101,2019,19,1451
0101,2019,20,1352
0101,2019,21,1355
0101,2019,22,1311
0101,2019,23,1159
